,Title,Type,Director,Cast,Release Year,Rating,Duration,Genre,Vote Average
11081,Bannerghatta,Movie,Vishnu Narayanan,"Karthik, Asha Menon, Vinod, Anoop, Sunil, Ambili",2021,13+,80 min, Suspense,4.5
11082,Cruel Train,Movie,Malcolm McKay,"David Suchet, Saskia Reeves, Adrian Dunbar, Minnie Driver",1996,18+,99 min,Drama,4.5
11083,Hitler's SS: Portrait in Evil,Movie,Jim Goddard,"Bill Nighy, John Shea, Colin Jeavons, John Normington",1985,13+,145 min,Action,4.5
11084,Hitler's SS: Portrait in Evil,Movie,Jim Goddard,"Bill Nighy, John Shea, Colin Jeavons, John Normington",1985,13+,145 min, Drama,4.5
11085,Jarugandi,Movie,A. N. Pitchumani,"Jai, Reba Monica John, Amit Tiwari, Daniel Annie Pope, Robo Shankar",2018,13+,129 min,Action,4.5
11086,Jarugandi,Movie,A. N. Pitchumani,"Jai, Reba Monica John, Amit Tiwari, Daniel Annie Pope, Robo Shankar",2018,13+,129 min, Drama,4.5
11087,Kalyana Parisu,Movie,Sridhar,"Gemini Ganesan, B. Saroja Devi, Vijayakumari, K. A. Thangavelu",1959,ALL,168 min,Comedy,4.5
11088,Kalyana Parisu,Movie,Sridhar,"Gemini Ganesan, B. Saroja Devi, Vijayakumari, K. A. Thangavelu",1959,ALL,168 min, Drama,4.5
11089,Kalyana Parisu,Movie,Sridhar,"Gemini Ganesan, B. Saroja Devi, Vijayakumari, K. A. Thangavelu",1959,ALL,168 min, Romance,4.5
11090,Shaandaar,Movie,Vikas Bahl,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Niki Aneja Walia, Sanah Kapoor, Sushma Seth, Karan Johar, Vikas Verma, Shibani Dandekar, Anjana Sukhani, Tessa Vellara, Teena Vellara",2015,13+,143 min,Comedy,4.5
11091,Shaandaar,Movie,Vikas Bahl,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Niki Aneja Walia, Sanah Kapoor, Sushma Seth, Karan Johar, Vikas Verma, Shibani Dandekar, Anjana Sukhani, Tessa Vellara, Teena Vellara",2015,13+,143 min, Drama,4.5
11092,Shaandaar,Movie,Vikas Bahl,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Niki Aneja Walia, Sanah Kapoor, Sushma Seth, Karan Johar, Vikas Verma, Shibani Dandekar, Anjana Sukhani, Tessa Vellara, Teena Vellara",2015,13+,143 min, Romance,4.5
11093,Trump: The Art Of The Insult,Movie,Joel Gilbert,Unknown,2018,13+,96 min,Special Interest,4.5
11094,Funny Face,Movie,Tim Sutton,"Cosmo Jarvis, Dela Meskienyar, Jonny Lee Miller, Victor Garber, Jeremy Bobb, Dan Hedaya, Rhea Perlman",2021,16+,94 min,Drama,4.5
11095,Funny Face,Movie,Tim Sutton,"Cosmo Jarvis, Dela Meskienyar, Jonny Lee Miller, Victor Garber, Jeremy Bobb, Dan Hedaya, Rhea Perlman",2021,16+,94 min, Romance,4.5
11096,Forrest Shaw: Poor Decisions,Movie,Clyde Scott,Forrest Shaw,2018,Unknown,58 min,Arts,4.5
11097,Forrest Shaw: Poor Decisions,Movie,Clyde Scott,Forrest Shaw,2018,Unknown,58 min, Entertainment,4.5
11098,Forrest Shaw: Poor Decisions,Movie,Clyde Scott,Forrest Shaw,2018,Unknown,58 min, and Culture,4.5
11099,Forrest Shaw: Poor Decisions,Movie,Clyde Scott,Forrest Shaw,2018,Unknown,58 min, Comedy,4.5
11100,Forrest Shaw: Poor Decisions,Movie,Clyde Scott,Forrest Shaw,2018,Unknown,58 min, Special Interest,4.5
11101,Alabama Dirt,Movie,Tom Stout,"Michael Roark, Tracy Lawrence, Leslie Easterbrook, Madeline Thelton, Garrett Smith, Brent Philip Henry, Lawrence Turner",2017,13+,90 min,Drama,4.5
11102,Into the Sun,Movie,mink,"Steven Seagal, Matthew Davis, Takao Osawa, Eddie George, William Atherton, Chiaki Kuriyama",2005,R,97 min,Action,4.5
11103,Into the Sun,Movie,mink,"Steven Seagal, Matthew Davis, Takao Osawa, Eddie George, William Atherton, Chiaki Kuriyama",2005,R,97 min, Suspense,4.5
11104,Quarantine Girl,Movie,"Nicole D'Angelo, Gregory Hatanaka","Nicole D'Angelo, Lisa London, Shane Ryan, Chris Spinelli, Craijece Lewis, David Marc, Mark Erwin Galang",2020,18+,62 min,Comedy,4.5
11105,Al Jackson: Baby Steps in a Yellow Tuxedo,Movie,John Asher,Al Jackson,2015,18+,70 min,Arts,4.5
11106,Al Jackson: Baby Steps in a Yellow Tuxedo,Movie,John Asher,Al Jackson,2015,18+,70 min, Entertainment,4.5
11107,Al Jackson: Baby Steps in a Yellow Tuxedo,Movie,John Asher,Al Jackson,2015,18+,70 min, and Culture,4.5
11108,Al Jackson: Baby Steps in a Yellow Tuxedo,Movie,John Asher,Al Jackson,2015,18+,70 min, Comedy,4.5
11109,Al Jackson: Baby Steps in a Yellow Tuxedo,Movie,John Asher,Al Jackson,2015,18+,70 min, Special Interest,4.5
11110,Bright Hair,Movie,Chris Menaul,"Emilia Fox, James Purefoy",1997,18+,109 min,Drama,4.5
11111,Bright Hair,Movie,Chris Menaul,"Emilia Fox, James Purefoy",1997,18+,109 min, Suspense,4.5
11112,Children of the Night,Movie,Tony Randel,"Karen Black, Peter DeLuise, Ami Dolenz",1991,R,91 min,Horror,4.5
11113,Golden Mistress - An Action Adventure Voodoo Thriller,Movie,Abner Biberman,"John Agar, Rosemarie Stack, Abner Biberman, Andrê Narcisse, Jacques Molant",1954,16+,82 min,Action,4.5
11114,Golden Mistress - An Action Adventure Voodoo Thriller,Movie,Abner Biberman,"John Agar, Rosemarie Stack, Abner Biberman, Andrê Narcisse, Jacques Molant",1954,16+,82 min, Horror,4.5
11115,Dios,Movie,Unknown,Unknown,2011,NR,26 min,Music Videos and Concerts,4.5
11116,Hot Mess,Movie,Lucy Coleman,"Sarah Gaul, Kenny Murphy, Julia Robertson, Marshall Campbell, Ryder Stevens, Jordan Coleman, Hannah Lehmann, Luke Martin, Timothy Doran, Melanie Sparke, Jack Baldwin, Tim Spencer, Sharni McDermott, Holly Roper, Zoe Carides, Terry Serio, Stuart Bryan, Jessica Tuckwell, Edan Lacey, Walter Davis Hart",2021,18+,80 min,Comedy,4.5
11117,Bashful Bachelor,Movie,Malcolm St. Clair,"Chester Lauck, Norris Goff, Zasu Pitts, Grady Sutton, Oscar O'Shea, Louise Currie, Constance Purdy, Irving Bacon, Earle Hodgins, Benny Rubin, Fred Burns, Horace B. Carpenter, Jim Farley, Otto Hoffman, Harry Holman, Frank Mills, Ralph Sanford",1942,PG,76 min,Comedy,4.5
11118,Sueno,Movie,Renee Chabria,"John Leguizamo, Elizabeth Pena, Ana Claudia Talancon",2005,PG-13,108 min,Drama,4.5
11119,Owen Benjamin: Huge Pianist,Movie,Owen Benjamin,Owen Benjamin,2018,Unknown,73 min,Arts,4.5
11120,Owen Benjamin: Huge Pianist,Movie,Owen Benjamin,Owen Benjamin,2018,Unknown,73 min, Entertainment,4.5
11121,Owen Benjamin: Huge Pianist,Movie,Owen Benjamin,Owen Benjamin,2018,Unknown,73 min, and Culture,4.5
11122,Owen Benjamin: Huge Pianist,Movie,Owen Benjamin,Owen Benjamin,2018,Unknown,73 min, Comedy,4.5
11123,Owen Benjamin: Huge Pianist,Movie,Owen Benjamin,Owen Benjamin,2018,Unknown,73 min, Special Interest,4.5
11124,OUT On Stage (The Movie),Movie,Samuel Brownfield,"Zach Noe Towers, Jonathan Rowell, A.B. Cassidy, Casey Ley, Julian Michael, Chris Bryant, Eric Hahn, Janine Brito, Jared Goldstein, Brendan Scannell, Kyle Shire, Jordan Pease, Irene Tu, Raineir Pollard, Daniel Webb, Anthony Desamto, Gloria Bigelow, Joe Dosch",2018,18+,82 min,Arts,4.5
11125,OUT On Stage (The Movie),Movie,Samuel Brownfield,"Zach Noe Towers, Jonathan Rowell, A.B. Cassidy, Casey Ley, Julian Michael, Chris Bryant, Eric Hahn, Janine Brito, Jared Goldstein, Brendan Scannell, Kyle Shire, Jordan Pease, Irene Tu, Raineir Pollard, Daniel Webb, Anthony Desamto, Gloria Bigelow, Joe Dosch",2018,18+,82 min, Entertainment,4.5
11126,OUT On Stage (The Movie),Movie,Samuel Brownfield,"Zach Noe Towers, Jonathan Rowell, A.B. Cassidy, Casey Ley, Julian Michael, Chris Bryant, Eric Hahn, Janine Brito, Jared Goldstein, Brendan Scannell, Kyle Shire, Jordan Pease, Irene Tu, Raineir Pollard, Daniel Webb, Anthony Desamto, Gloria Bigelow, Joe Dosch",2018,18+,82 min, and Culture,4.5
11127,OUT On Stage (The Movie),Movie,Samuel Brownfield,"Zach Noe Towers, Jonathan Rowell, A.B. Cassidy, Casey Ley, Julian Michael, Chris Bryant, Eric Hahn, Janine Brito, Jared Goldstein, Brendan Scannell, Kyle Shire, Jordan Pease, Irene Tu, Raineir Pollard, Daniel Webb, Anthony Desamto, Gloria Bigelow, Joe Dosch",2018,18+,82 min, Comedy,4.5
11128,Dinosaur Stomp - Educational Learning Videos and Songs for Kids and Babies - Mother Goose Club,Movie,John Hussey,Unknown,2013,Unknown,2 min,Special Interest,4.5
11129,Bigfoot: The Conspiracy,Movie,Chris Simoes,"Chris Simoes, Dave Watkins, Betsy Mitchell, Joshua Haire, Tom Thon, Peg Thon, Ian Isaksson, Lashay Lanier, John Paul Kakos, Tripp Patterson, Chris Burns, Patrick Lemon, Whitney Sullins, Jim Adams, Paul Kakos, Joe Walsh, Grant Garlinghouse",2020,16+,77 min,Action,4.5
11130,Bigfoot: The Conspiracy,Movie,Chris Simoes,"Chris Simoes, Dave Watkins, Betsy Mitchell, Joshua Haire, Tom Thon, Peg Thon, Ian Isaksson, Lashay Lanier, John Paul Kakos, Tripp Patterson, Chris Burns, Patrick Lemon, Whitney Sullins, Jim Adams, Paul Kakos, Joe Walsh, Grant Garlinghouse",2020,16+,77 min, Horror,4.5
11131,Bigfoot: The Conspiracy,Movie,Chris Simoes,"Chris Simoes, Dave Watkins, Betsy Mitchell, Joshua Haire, Tom Thon, Peg Thon, Ian Isaksson, Lashay Lanier, John Paul Kakos, Tripp Patterson, Chris Burns, Patrick Lemon, Whitney Sullins, Jim Adams, Paul Kakos, Joe Walsh, Grant Garlinghouse",2020,16+,77 min, Suspense,4.5
11132,Sign of the Gladiator,Movie,Guido Brignone,"Anita Ekberg, Georges Marchal, Folco Lulli",1959,16+,94 min,Action,4.5
11133,Sign of the Gladiator,Movie,Guido Brignone,"Anita Ekberg, Georges Marchal, Folco Lulli",1959,16+,94 min, Drama,4.5
11134,Green-Eyed Monster,Movie,Jane Prowse,"Fay Ripley, Emma Fielding, Hugo Speer",2001,16+,100 min,Drama,4.5
11135,Attack of the Unknown,Movie,Brandon Slagle,"Richard Grieco, Jolene Andersen, Douglas Tait, Tara Reid, Johnny Huang, Robert Donavan",2020,18+,103 min,Action,4.5
11136,Attack of the Unknown,Movie,Brandon Slagle,"Richard Grieco, Jolene Andersen, Douglas Tait, Tara Reid, Johnny Huang, Robert Donavan",2020,18+,103 min, Horror,4.5
11137,Attack of the Unknown,Movie,Brandon Slagle,"Richard Grieco, Jolene Andersen, Douglas Tait, Tara Reid, Johnny Huang, Robert Donavan",2020,18+,103 min, Science Fiction,4.5
11138,Storyjester,Movie,Roberto Santucci,Alan Rocha,2020,13+,90 min,Comedy,4.5
11139,Noor,Movie,Sunhil Sippy,"Sonakshi Sinha, Purab Kohli, Kanan Gill, Shibani Dandekar, Gareth Lawrence, Yulian Shchukin",2017,13+,116 min,Action,4.5
11140,Noor,Movie,Sunhil Sippy,"Sonakshi Sinha, Purab Kohli, Kanan Gill, Shibani Dandekar, Gareth Lawrence, Yulian Shchukin",2017,13+,116 min, Comedy,4.5
11141,Noor,Movie,Sunhil Sippy,"Sonakshi Sinha, Purab Kohli, Kanan Gill, Shibani Dandekar, Gareth Lawrence, Yulian Shchukin",2017,13+,116 min, Drama,4.5
11142,The Racketeer,Movie,Howard Higgin,"Robert Armstrong, Carole Lombard",1929,NR,66 min,Action,4.5
11143,The Racketeer,Movie,Howard Higgin,"Robert Armstrong, Carole Lombard",1929,NR,66 min, Drama,4.5
11144,The Racketeer,Movie,Howard Higgin,"Robert Armstrong, Carole Lombard",1929,NR,66 min, Suspense,4.5
11145,Immortal Combat: The Code,Movie,Johnny K. Wu,"Benjamin Zgorecki, Crystle Paynther, Keith Collins II, Matt Kane, Jerry Sur, Ben Gardon, Y Chan, Leland Leger, Lisa Wong, Wayne Wong",2020,16+,80 min,Action,4.5
11146,Immortal Combat: The Code,Movie,Johnny K. Wu,"Benjamin Zgorecki, Crystle Paynther, Keith Collins II, Matt Kane, Jerry Sur, Ben Gardon, Y Chan, Leland Leger, Lisa Wong, Wayne Wong",2020,16+,80 min, Science Fiction,4.5
11147,A War,Movie,Tobias Lindholm,"Pilou Asbæk, Tuva Novotny, Søren Malling, Dar Salim, Dulfi Al-Jabouri",2016,R,115 min,Drama,4.5
11148,A War,Movie,Tobias Lindholm,"Pilou Asbæk, Tuva Novotny, Søren Malling, Dar Salim, Dulfi Al-Jabouri",2016,R,115 min, International,4.5
11149,Sing and Dance with KiiYii,Movie,Cannis Holder,Unknown,2019,ALL,47 min,Kids,4.5
11150,Ghost Watcher 2,Movie,David A. Cross,"Julia Pickens, Jillian Byrnes, Seregon O'Dassey",2005,18+,89 min,Horror,4.5
11151,Prince of Central Park,Movie,John Leekley,"Danny Aiello, Harvey Keitel, Cathy Moriarty, Kathleen Turner",2000,PG-13,111 min,Action,4.5
11152,Prince of Central Park,Movie,John Leekley,"Danny Aiello, Harvey Keitel, Cathy Moriarty, Kathleen Turner",2000,PG-13,111 min, Adventure,4.5
11153,Prince of Central Park,Movie,John Leekley,"Danny Aiello, Harvey Keitel, Cathy Moriarty, Kathleen Turner",2000,PG-13,111 min, Drama,4.5
11154,The Neon Dead,Movie,Torey Haas,"Mark Ashworth, Candace Mabry, Marie Barker, Greg Garrison",2017,16+,81 min,Action,4.5
11155,The Neon Dead,Movie,Torey Haas,"Mark Ashworth, Candace Mabry, Marie Barker, Greg Garrison",2017,16+,81 min, Comedy,4.5
11156,The Neon Dead,Movie,Torey Haas,"Mark Ashworth, Candace Mabry, Marie Barker, Greg Garrison",2017,16+,81 min, Science Fiction,4.5
11157,Fishbowl,Movie,"Stephen Kinigopoulos, Alexa Kinigopoulos","Rick Kain, Belle Shickle, Emily Peachey",2020,16+,89 min,Drama,4.5
11158,Fishbowl,Movie,"Stephen Kinigopoulos, Alexa Kinigopoulos","Rick Kain, Belle Shickle, Emily Peachey",2020,16+,89 min, Suspense,4.5
11159,Elimination Game,Movie,Jon Hewitt,"Dominic Purcell, Viva Bianca, Robert Taylor",2015,Unknown,90 min,Action,4.5
11160,Sing and Dance with Little Baby Bum!,Movie,Cannis Holder,"Grace Tamayo, Erin Webbs",2019,ALL,45 min,Kids,4.5
11161,Sing Sing Nights,Movie,Lewis D. Collins,"Conway Tearle, Ferdinand Gottschalk, Hardie Albright, Jameson Thomas, Berton Churchill",1934,18+,60 min,Drama,4.5
11162,Sing Sing Nights,Movie,Lewis D. Collins,"Conway Tearle, Ferdinand Gottschalk, Hardie Albright, Jameson Thomas, Berton Churchill",1934,18+,60 min, Suspense,4.5
11163,Sing and Learn with Gecko's Garage,Movie,Unknown,Unknown,2019,ALL,59 min,Kids,4.5
11164,Bats,Movie,Louis Morneau,"Lou Diamond Phillips, Dina Meyer, Bob Gunton, Leon, Carlos Jacott, Ned Bellamy",1999,PG-13,91 min,Horror,4.5
11165,Bats,Movie,Louis Morneau,"Lou Diamond Phillips, Dina Meyer, Bob Gunton, Leon, Carlos Jacott, Ned Bellamy",1999,PG-13,91 min, Science Fiction,4.5
11166,Bats,Movie,Louis Morneau,"Lou Diamond Phillips, Dina Meyer, Bob Gunton, Leon, Carlos Jacott, Ned Bellamy",1999,PG-13,91 min, Suspense,4.5
11167,Sing Along with Little Baby Bum,Movie,Cannis Holder,"Grace Tamayo, Erin Webbs",2019,ALL,35 min,Kids,4.5
11168,Breakout,Movie,Damian Lee,"Brendan Fraser, Dominic Purcell, Ethan Suplee, Naomi Andrews, Ryan Byrne, Lara Daans, Holly Deveaux, Meegwun Fairbrother, Brendan Hennessey, Caine Hussey-Derrer, Andrew Jackson, Daniel Kash, Arcadia Kendall, Zion Forrest, Christian Martyn, G. Scott Paterson, Amy Price-Francis, Anthony Ulc",2013,R,89 min,Action,4.493
11169,Breakout,Movie,Damian Lee,"Brendan Fraser, Dominic Purcell, Ethan Suplee, Naomi Andrews, Ryan Byrne, Lara Daans, Holly Deveaux, Meegwun Fairbrother, Brendan Hennessey, Caine Hussey-Derrer, Andrew Jackson, Daniel Kash, Arcadia Kendall, Zion Forrest, Christian Martyn, G. Scott Paterson, Amy Price-Francis, Anthony Ulc",2013,R,89 min, Suspense,4.493
11170,Sniper: Special Ops,Movie,Fred Olen Ray,"Steven Seagal, Rob Van Dam​, Tim Abell, Dale Dye, Charlene Amoia, Jason-Shane Scott, Daniel Booko, Anthony Batarse, Gerald Webb",2016,R,86 min,Action,4.487
11171,Sniper: Special Ops,Movie,Fred Olen Ray,"Steven Seagal, Rob Van Dam​, Tim Abell, Dale Dye, Charlene Amoia, Jason-Shane Scott, Daniel Booko, Anthony Batarse, Gerald Webb",2016,R,86 min, Adventure,4.487
11172,The In Crowd,Movie,Mary Lambert,"Susan Ward, Lori Heuring, Matthew Settle, Nathan Bexton",2000,16+,106 min,Drama,4.48
11173,The In Crowd,Movie,Mary Lambert,"Susan Ward, Lori Heuring, Matthew Settle, Nathan Bexton",2000,16+,106 min, Suspense,4.48
11174,Underground,Movie,Arthur H. Nadel,Unknown,1970,7+,100 min,Action,4.478
11175,Lemon,Movie,Janicza Bravo,"Brett Gelman, Judy Greer, Michael Cera, Nia Long, Shiri Appleby, Fred Melamed, Rhea Perlman, David Paymer, Gillian Jacobs, Martin Starr, Megan Mullally, Jeff Garlin, Marla Gibbs",2017,16+,83 min,Comedy,4.467
11176,First We Take Brooklyn,Movie,Danny A. Abeckaser,"Harvey Keitel, Charlotte McKinney, AnnaLynne McCord",2018,Unknown,90 min,Action,4.462
11177,First We Take Brooklyn,Movie,Danny A. Abeckaser,"Harvey Keitel, Charlotte McKinney, AnnaLynne McCord",2018,Unknown,90 min, Drama,4.462
11178,First We Take Brooklyn,Movie,Danny A. Abeckaser,"Harvey Keitel, Charlotte McKinney, AnnaLynne McCord",2018,Unknown,90 min, Suspense,4.462
11179,Hide Away,Movie,Chris Eyre,"James Cromwell, Josh Lucas, Ayelet Zurer",2011,PG-13,81 min,Drama,4.444
11180,PERSECUTION,Movie,Patrice Chereau,"Charlotte Gainsbourg, Romain Duris, Jean-Hugues Anglade",2009,PG-13,99 min,International,4.444
11181,Attack Force,Movie,Michael Keusch,"Steven Seagal, Danny Webb, Adam Croasdell, Michael Carter",2006,R,94 min,Action,4.444
11182,Attack Force,Movie,Michael Keusch,"Steven Seagal, Danny Webb, Adam Croasdell, Michael Carter",2006,R,94 min, Suspense,4.444
11183,The Curse Of The Blind Dead,Movie,Raffaele Picchio,"Aaron Stielstra, Alice Zanini, Francesca Pellegrini, Bill Hutchens",2021,16+,88 min,Horror,4.429
11184,The Curse Of The Blind Dead,Movie,Raffaele Picchio,"Aaron Stielstra, Alice Zanini, Francesca Pellegrini, Bill Hutchens",2021,16+,88 min, Suspense,4.429
11185,The Florentine,Movie,Nick Stagliano,"Jeremy Davies, Virginia Madsen, Luke Perry, Mary Stuart Masterson",1999,R,104 min,Comedy,4.429
11186,The Florentine,Movie,Nick Stagliano,"Jeremy Davies, Virginia Madsen, Luke Perry, Mary Stuart Masterson",1999,R,104 min, Drama,4.429
11187,Double Dragon,Movie,James Yukich,"Scott Wolf, Mark Dacascos, Robert Patrick, Alyssa Milano, Kristina Wagner, Julia Nickson, Nils Allen Stewart, Vanna White, Andy Dick",1994,PG-13,96 min,Action,4.425
11188,Double Dragon,Movie,James Yukich,"Scott Wolf, Mark Dacascos, Robert Patrick, Alyssa Milano, Kristina Wagner, Julia Nickson, Nils Allen Stewart, Vanna White, Andy Dick",1994,PG-13,96 min, Adventure,4.425
11189,Double Dragon,Movie,James Yukich,"Scott Wolf, Mark Dacascos, Robert Patrick, Alyssa Milano, Kristina Wagner, Julia Nickson, Nils Allen Stewart, Vanna White, Andy Dick",1994,PG-13,96 min, Comedy,4.425
11190,Arsenal,Movie,Steven C. Miller,"Nicolas Cage, John Cusack, Adrian Grenier, Johnathon Schaech, Lydia Hull, Abbie Gayle",2017,R,92 min,Action,4.424
11191,Arsenal,Movie,Steven C. Miller,"Nicolas Cage, John Cusack, Adrian Grenier, Johnathon Schaech, Lydia Hull, Abbie Gayle",2017,R,92 min, Suspense,4.424
11192,Camp Wedding,Movie,Greg Emetaz,"Kelley Gates, Sean Hankinson, Wendy Jung, Morgan Mcguire, Cliff Miller",2019,13+,97 min,Comedy,4.423
11193,Camp Wedding,Movie,Greg Emetaz,"Kelley Gates, Sean Hankinson, Wendy Jung, Morgan Mcguire, Cliff Miller",2019,13+,97 min, Horror,4.423
11194,Breathless (2011),Movie,Jesse Baget,"Gina Gershon, Kelli Giddish, Wayne Duvall, Val Kilmer, Ray Liotta",2016,R,91 min,Comedy,4.423
11195,Breathless (2011),Movie,Jesse Baget,"Gina Gershon, Kelli Giddish, Wayne Duvall, Val Kilmer, Ray Liotta",2016,R,91 min, Suspense,4.423
11196,Separate Lives,Movie,David Madden,"James Belushi, Linda Hamilton, Vera Miles, Elisabeth Moss",1995,R,102 min,Drama,4.421
11197,Separate Lives,Movie,David Madden,"James Belushi, Linda Hamilton, Vera Miles, Elisabeth Moss",1995,R,102 min, Suspense,4.421
11198,Murder in Gavea,Movie,André Warwar,"Ricardo Duque, Simone Spoladore, Roberto Birindelli, Celso Taddei, Silvio Guindane, Aline Fanju",2017,16+,78 min,Drama,4.417
11199,Murder in Gavea,Movie,André Warwar,"Ricardo Duque, Simone Spoladore, Roberto Birindelli, Celso Taddei, Silvio Guindane, Aline Fanju",2017,16+,78 min, Suspense,4.417
11200,Ninja Academy,Movie,Nico Mastorakis,"Gerald Okamura, Will Egan, Kelly Randall, Michael David, Jeff Robinson",1991,18+,89 min,Action,4.417
11201,Ninja Academy,Movie,Nico Mastorakis,"Gerald Okamura, Will Egan, Kelly Randall, Michael David, Jeff Robinson",1991,18+,89 min, Comedy,4.417
11202,Trial By Media,Movie,Sheldon Larry,"Christine Lahti, Tom Skerrit, Jay Thomas",2000,16+,91 min,Drama,4.4
11203,Jana,Movie,Shaji Kailas,"Ajith Kumar, Sneha, Raghuvaran, Manivannan",2004,ALL,161 min,Action,4.4
11204,Jana,Movie,Shaji Kailas,"Ajith Kumar, Sneha, Raghuvaran, Manivannan",2004,ALL,161 min, Romance,4.4
11205,Fantastic Learning Songs - Little Baby Bum,Movie,Cannis Holder,Unknown,2019,ALL,37 min,Kids,4.4
11206,Alag - He Is Different - He Is Alone,Movie,Ashu Trikha Jim Mulligan,"Akshay Kapoor, Dia Mirza, Yatin Karyekar, Jayant Kripalani, Mukesh Tiwari, Sharat Saxena, Beena Banerjee, Tom Alter, Rana Jung Bahadur, Somesh Agarwal, Avtar Gill, Tej Sapru",2006,13+,117 min,Drama,4.4
11207,Loaded,Movie,Chris Zonnas,"Patrick John Flueger, Kumail Nanjiani, Andrew W. Walker, Alexandra Holden, Natalie Distler, Bobby Ray Shafer, Michael Shamus Wiles",2015,18+,91 min,Comedy,4.4
11208,Ghosts On The Loose,Movie,William Beaudine,"Leo Gorcey, Huntz Hall, Bobby Jordan, Bela Lugosi, Ava Gardner, Rick Vallin, Ernest Morrison, William 'Billy' Benedict, Stanley Clements, Bobby Stone, Minerva Urecal, Wheeler Oakman, Peter Seal, Frank Moran, Jack Mulhall, Bill Bates, Harry Depp, Tom Herbert, Robert F. Hill, Eddie Laughton, Kay Marvis, Ray Miller, Blanche Payson, 'Snub' Pollard",1943,PG,65 min,Comedy,4.4
11209,Ghosts On The Loose,Movie,William Beaudine,"Leo Gorcey, Huntz Hall, Bobby Jordan, Bela Lugosi, Ava Gardner, Rick Vallin, Ernest Morrison, William 'Billy' Benedict, Stanley Clements, Bobby Stone, Minerva Urecal, Wheeler Oakman, Peter Seal, Frank Moran, Jack Mulhall, Bill Bates, Harry Depp, Tom Herbert, Robert F. Hill, Eddie Laughton, Kay Marvis, Ray Miller, Blanche Payson, 'Snub' Pollard",1943,PG,65 min, Horror,4.4
11210,Ghosts On The Loose,Movie,William Beaudine,"Leo Gorcey, Huntz Hall, Bobby Jordan, Bela Lugosi, Ava Gardner, Rick Vallin, Ernest Morrison, William 'Billy' Benedict, Stanley Clements, Bobby Stone, Minerva Urecal, Wheeler Oakman, Peter Seal, Frank Moran, Jack Mulhall, Bill Bates, Harry Depp, Tom Herbert, Robert F. Hill, Eddie Laughton, Kay Marvis, Ray Miller, Blanche Payson, 'Snub' Pollard",1943,PG,65 min, Suspense,4.4
11211,From Other Worlds,Movie,Barry Strugatz,"Cara Buono, Melissa Leo, Robert Downey Sr.",2004,Unknown,85 min,Comedy,4.4
11212,From Other Worlds,Movie,Barry Strugatz,"Cara Buono, Melissa Leo, Robert Downey Sr.",2004,Unknown,85 min, Science Fiction,4.4
11213,Raju Gari Gadhi 2,Movie,Ohmkar,"Nagarjuna Akkineni, Samantha, Seerat Kapoor",2017,13+,122 min,Drama,4.4
11214,Raju Gari Gadhi 2,Movie,Ohmkar,"Nagarjuna Akkineni, Samantha, Seerat Kapoor",2017,13+,122 min, Horror,4.4
11215,Raju Gari Gadhi 2,Movie,Ohmkar,"Nagarjuna Akkineni, Samantha, Seerat Kapoor",2017,13+,122 min, International,4.4
11216,One Remains,Movie,"Josh Hodgins, Laura Megan Stahl","Vanessa Leigh, Ryan O'Quinn, Christopher Atkins, Aaron Bennett, Katelyn Gault, David Thomas Jenkins",2019,18+,94 min,Horror,4.4
11217,One Remains,Movie,"Josh Hodgins, Laura Megan Stahl","Vanessa Leigh, Ryan O'Quinn, Christopher Atkins, Aaron Bennett, Katelyn Gault, David Thomas Jenkins",2019,18+,94 min, Suspense,4.4
11218,Junooniyat,Movie,Vivek Agnihotri,"Pulkit Samrat, Yami Gautam, Hrishitaa Bhatt, Aneesha Joshi, Taran Bajaj, Manoj Bakshi, Madhuri D. Bandiwedkar, Manann Dania, Gulshan Devaiah, Jaquiline Garewal, Gurpreet Kaur, Ravi Khemu, Sanjay Mehandiratta, Anoop Singh, Herry Tangiri, Khushboo Upadhyay",2016,ALL,122 min,Drama,4.4
11219,Junooniyat,Movie,Vivek Agnihotri,"Pulkit Samrat, Yami Gautam, Hrishitaa Bhatt, Aneesha Joshi, Taran Bajaj, Manoj Bakshi, Madhuri D. Bandiwedkar, Manann Dania, Gulshan Devaiah, Jaquiline Garewal, Gurpreet Kaur, Ravi Khemu, Sanjay Mehandiratta, Anoop Singh, Herry Tangiri, Khushboo Upadhyay",2016,ALL,122 min, International,4.4
11220,Junooniyat,Movie,Vivek Agnihotri,"Pulkit Samrat, Yami Gautam, Hrishitaa Bhatt, Aneesha Joshi, Taran Bajaj, Manoj Bakshi, Madhuri D. Bandiwedkar, Manann Dania, Gulshan Devaiah, Jaquiline Garewal, Gurpreet Kaur, Ravi Khemu, Sanjay Mehandiratta, Anoop Singh, Herry Tangiri, Khushboo Upadhyay",2016,ALL,122 min, Romance,4.4
11221,Captain Rana Pratap,Movie,Dr.Harnadh policherla,"Harnadh policherla, Suman, Joythi reddy, Punith issar, Shayajishende, Nishi gandha",2021,16+,150 min,Action,4.4
