,Title,Type,Director,Cast,Release Year,Date Added,Rating,Duration,Genre,Vote Average
2491,The Shaggy D.A.,Movie,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",1976,"November 12, 2019",G,92 min, Family,5.672
2492,The Shaggy D.A.,Movie,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",1976,"November 12, 2019",G,92 min, Fantasy,5.672
2493,Garfield,Movie,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence",2004,"July 30, 2021",PG,82 min,Comedy,5.669
2494,Garfield,Movie,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence",2004,"July 30, 2021",PG,82 min, Family,5.669
2495,Disney Princess Remixed - An Ultimate Princess Celebration,Movie,Napoleon Dumo,"Txunamy Oriz, Natalie Peyser, Dara Reneé, Frankie Rodriguez, Julia Lester, Ruth Righi",2021,"August 27, 2021",TV-G,22 min,Family,5.667
2496,Disney Princess Remixed - An Ultimate Princess Celebration,Movie,Napoleon Dumo,"Txunamy Oriz, Natalie Peyser, Dara Reneé, Frankie Rodriguez, Julia Lester, Ruth Righi",2021,"August 27, 2021",TV-G,22 min, Music,5.667
2497,Disney Princess Remixed - An Ultimate Princess Celebration,Movie,Napoleon Dumo,"Txunamy Oriz, Natalie Peyser, Dara Reneé, Frankie Rodriguez, Julia Lester, Ruth Righi",2021,"August 27, 2021",TV-G,22 min, Variety,5.667
2498,The Three Musketeers,Movie,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay",1993,"November 12, 2019",PG,106 min,Action-Adventure,5.658
2499,The Three Musketeers,Movie,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay",1993,"November 12, 2019",PG,106 min, Comedy,5.658
2500,The Three Musketeers,Movie,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay",1993,"November 12, 2019",PG,106 min, Family,5.658
2501,The Sandlot: Heading Home,Movie,William Dear,"Danny Nucci, Luke Perry, Keanu Pires, Sarah Deakins, Chauncey Leopardi, Brandon Olds",2007,"March 6, 2020",PG,97 min,Comedy,5.657
2502,The Sandlot: Heading Home,Movie,William Dear,"Danny Nucci, Luke Perry, Keanu Pires, Sarah Deakins, Chauncey Leopardi, Brandon Olds",2007,"March 6, 2020",PG,97 min, Family,5.657
2503,The Sandlot: Heading Home,Movie,William Dear,"Danny Nucci, Luke Perry, Keanu Pires, Sarah Deakins, Chauncey Leopardi, Brandon Olds",2007,"March 6, 2020",PG,97 min, Sports,5.657
2504,Full-Court Miracle,Movie,Stuart Gillard,"Alex Linz, R.H. Thomson, Sean Marquette, Jase Blankfort, Erik Knudsen, David Sazant",2003,"November 12, 2019",TV-G,95 min,Coming of Age,5.644
2505,Full-Court Miracle,Movie,Stuart Gillard,"Alex Linz, R.H. Thomson, Sean Marquette, Jase Blankfort, Erik Knudsen, David Sazant",2003,"November 12, 2019",TV-G,95 min, Drama,5.644
2506,Full-Court Miracle,Movie,Stuart Gillard,"Alex Linz, R.H. Thomson, Sean Marquette, Jase Blankfort, Erik Knudsen, David Sazant",2003,"November 12, 2019",TV-G,95 min, Sports,5.644
2507,Mom's Got a Date With a Vampire,Movie,Stephen Boyum,"Matthew O'Leary, Laura Vandervoort, Myles Jeffrey, Caroline Rhea, Charles Shaughnessy, Robert Carradine",2000,"November 12, 2019",TV-PG,83 min,Comedy,5.642
2508,Mom's Got a Date With a Vampire,Movie,Stephen Boyum,"Matthew O'Leary, Laura Vandervoort, Myles Jeffrey, Caroline Rhea, Charles Shaughnessy, Robert Carradine",2000,"November 12, 2019",TV-PG,83 min, Fantasy,5.642
2509,Flubber,Movie,Les Mayfield,"Robin Williams, Marcia Harden, Christopher McDonald, Raymond Barry, Clancy Brown, Ted Levine",1997,"November 12, 2019",PG,96 min,Comedy,5.634
2510,Flubber,Movie,Les Mayfield,"Robin Williams, Marcia Harden, Christopher McDonald, Raymond Barry, Clancy Brown, Ted Levine",1997,"November 12, 2019",PG,96 min, Family,5.634
2511,Flubber,Movie,Les Mayfield,"Robin Williams, Marcia Harden, Christopher McDonald, Raymond Barry, Clancy Brown, Ted Levine",1997,"November 12, 2019",PG,96 min, Science Fiction,5.634
2512,Now You See It,Movie,Duwayne Dunham,"Alyson Michalka, Johnny Pacar, Frank Langella, Brendan Hill, Chris Olivero, Gabriel Sunday",2005,"November 12, 2019",TV-G,89 min,Coming of Age,5.622
2513,Now You See It,Movie,Duwayne Dunham,"Alyson Michalka, Johnny Pacar, Frank Langella, Brendan Hill, Chris Olivero, Gabriel Sunday",2005,"November 12, 2019",TV-G,89 min, Fantasy,5.622
2514,Life With Mikey,Movie,James Lapine,"Michael Fox, Nathan Lane, Cyndi Lauper, David Krumholtz, David Huddleston, Christina Vidal",1993,"November 12, 2019",PG,92 min,Buddy,5.6
2515,Life With Mikey,Movie,James Lapine,"Michael Fox, Nathan Lane, Cyndi Lauper, David Krumholtz, David Huddleston, Christina Vidal",1993,"November 12, 2019",PG,92 min, Comedy,5.6
2516,Life With Mikey,Movie,James Lapine,"Michael Fox, Nathan Lane, Cyndi Lauper, David Krumholtz, David Huddleston, Christina Vidal",1993,"November 12, 2019",PG,92 min, Coming of Age,5.6
2517,Forky Asks a Question: What is a Pet?,Movie,Bob Peterson,"Tony Hale, Aloma Wright, Bob Peterson",2019,"December 27, 2019",TV-G,7 min,Animation,5.6
2518,Forky Asks a Question: What is a Pet?,Movie,Bob Peterson,"Tony Hale, Aloma Wright, Bob Peterson",2019,"December 27, 2019",TV-G,7 min, Comedy,5.6
2519,Forky Asks a Question: What is a Pet?,Movie,Bob Peterson,"Tony Hale, Aloma Wright, Bob Peterson",2019,"December 27, 2019",TV-G,7 min, Family,5.6
2520,You Lucky Dog,Movie,Paul Schneider,"Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy, Granville Van Dusen, Christine Cavanaugh",1998,"November 12, 2019",TV-G,88 min,Comedy,5.6
2521,You Lucky Dog,Movie,Paul Schneider,"Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy, Granville Van Dusen, Christine Cavanaugh",1998,"November 12, 2019",TV-G,88 min, Fantasy,5.6
2522,Artemis Fowl,Movie,Kenneth Branagh,Unknown,2020,"June 12, 2020",PG,96 min,Action-Adventure,5.6
2523,Artemis Fowl,Movie,Kenneth Branagh,Unknown,2020,"June 12, 2020",PG,96 min, Crime,5.6
2524,Artemis Fowl,Movie,Kenneth Branagh,Unknown,2020,"June 12, 2020",PG,96 min, Fantasy,5.6
2525,The Brave Little Toaster Goes to Mars,Movie,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",1998,"November 12, 2019",TV-G,73 min,Action-Adventure,5.6
2526,The Brave Little Toaster Goes to Mars,Movie,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",1998,"November 12, 2019",TV-G,73 min, Animation,5.6
2527,The Brave Little Toaster Goes to Mars,Movie,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",1998,"November 12, 2019",TV-G,73 min, Kids,5.6
2528,One Magic Christmas,Movie,Phillip Borsos,"Mary Steenburgen, Gary Basaraba, Elizabeth Harnois, Arthur Hill, Wayne Robson, Jan Rubes",1985,"November 12, 2019",G,89 min,Drama,5.6
2529,One Magic Christmas,Movie,Phillip Borsos,"Mary Steenburgen, Gary Basaraba, Elizabeth Harnois, Arthur Hill, Wayne Robson, Jan Rubes",1985,"November 12, 2019",G,89 min, Fantasy,5.6
2530,The Haunted Mansion,Movie,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn",2003,"November 12, 2019",PG,89 min,Comedy,5.6
2531,The Haunted Mansion,Movie,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn",2003,"November 12, 2019",PG,89 min, Family,5.6
2532,The Haunted Mansion,Movie,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn",2003,"November 12, 2019",PG,89 min, Fantasy,5.6
2533,Confessions of a Teenage Drama Queen,Movie,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox",2004,"November 12, 2019",PG,91 min,Comedy,5.6
2534,Confessions of a Teenage Drama Queen,Movie,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox",2004,"November 12, 2019",PG,91 min, Coming of Age,5.6
2535,George of the Jungle,Movie,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Church, Richard Roundtree, Greg Cruttwell, Abraham Benrubi",1997,"May 1, 2020",PG,93 min,Action-Adventure,5.594
2536,George of the Jungle,Movie,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Church, Richard Roundtree, Greg Cruttwell, Abraham Benrubi",1997,"May 1, 2020",PG,93 min, Comedy,5.594
2537,George of the Jungle,Movie,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Church, Richard Roundtree, Greg Cruttwell, Abraham Benrubi",1997,"May 1, 2020",PG,93 min, Family,5.594
2538,Kim Possible Movie: So the Drama,Movie,Steve Loter,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry, Raven , Gary Cole",2005,"November 12, 2019",TV-G,70 min,Action-Adventure,5.592
2539,Kim Possible Movie: So the Drama,Movie,Steve Loter,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry, Raven , Gary Cole",2005,"November 12, 2019",TV-G,70 min, Animation,5.592
2540,Kim Possible Movie: So the Drama,Movie,Steve Loter,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry, Raven , Gary Cole",2005,"November 12, 2019",TV-G,70 min, Coming of Age,5.592
2541,Kim Possible,Movie,"Adam Stein, Zach Lipovsky","Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",2019,"November 12, 2019",TV-G,88 min,Action-Adventure,5.592
2542,Kim Possible,Movie,"Adam Stein, Zach Lipovsky","Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",2019,"November 12, 2019",TV-G,88 min, Comedy,5.592
2543,Kim Possible,Movie,"Adam Stein, Zach Lipovsky","Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",2019,"November 12, 2019",TV-G,88 min, Coming of Age,5.592
2544,Fantastic Four: Rise of the Silver Surfer,Movie,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington",2007,"May 7, 2021",PG,93 min,Action-Adventure,5.592
2545,Fantastic Four: Rise of the Silver Surfer,Movie,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington",2007,"May 7, 2021",PG,93 min, Family,5.592
2546,Fantastic Four: Rise of the Silver Surfer,Movie,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington",2007,"May 7, 2021",PG,93 min, Science Fiction,5.592
2547,My Favorite Martian,Movie,Donald Petrie,"Jeff Daniels, Christopher Lloyd, Elizabeth Hurley, Daryl Hannah, Wallace Shawn, Christine Ebersole",1999,"November 12, 2019",PG,94 min,Comedy,5.575
2548,My Favorite Martian,Movie,Donald Petrie,"Jeff Daniels, Christopher Lloyd, Elizabeth Hurley, Daryl Hannah, Wallace Shawn, Christine Ebersole",1999,"November 12, 2019",PG,94 min, Science Fiction,5.575
2549,Hatching Pete,Movie,Stuart Gillard,"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren, Sean O'Bryan, Amy Farrington",2009,"November 12, 2019",TV-G,90 min,Comedy,5.57
2550,Hatching Pete,Movie,Stuart Gillard,"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren, Sean O'Bryan, Amy Farrington",2009,"November 12, 2019",TV-G,90 min, Coming of Age,5.57
2551,Garfield: A Tail of Two Kitties,Movie,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Bill Murray",2006,"March 5, 2021",PG,79 min,Comedy,5.55
2552,Garfield: A Tail of Two Kitties,Movie,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Bill Murray",2006,"March 5, 2021",PG,79 min, Family,5.55
2553,Garfield: A Tail of Two Kitties,Movie,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Bill Murray",2006,"March 5, 2021",PG,79 min, Kids,5.55
2554,College Road Trip,Movie,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",2008,"November 12, 2019",G,84 min,Comedy,5.547
2555,College Road Trip,Movie,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",2008,"November 12, 2019",G,84 min, Coming of Age,5.547
2556,College Road Trip,Movie,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",2008,"November 12, 2019",G,84 min, Family,5.547
2557,The Wild,Movie,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind",2006,"November 12, 2019",G,86 min,Action-Adventure,5.546
2558,The Wild,Movie,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind",2006,"November 12, 2019",G,86 min, Animation,5.546
2559,The Wild,Movie,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind",2006,"November 12, 2019",G,86 min, Comedy,5.546
2560,The Million Dollar Duck,Movie,Vincent McEveety,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee Montgomery",1971,"November 12, 2019",G,93 min,Comedy,5.534
2561,The Million Dollar Duck,Movie,Vincent McEveety,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee Montgomery",1971,"November 12, 2019",G,93 min, Family,5.534
2562,Pixar 2021 Disney+ Day Special,Movie,Unknown,"Pete Docter, Larry the Cable Guy, Jack Dylan Grazer, Domee Shi, Angus MacLane",2021,"November 12, 2021",G,5 min,Movies,5.533
2563,India's Wild Leopards,Movie,Unknown,"Sandesh Kadur, Priya Singh",2020,"August 14, 2020",TV-14,45 min,Animals & Nature,5.5
2564,India's Wild Leopards,Movie,Unknown,"Sandesh Kadur, Priya Singh",2020,"August 14, 2020",TV-14,45 min, Documentary,5.5
2565,Viking Warrior Women,Movie,Stuart Strickson,Ella Al-Shamahi,2019,"February 28, 2020",TV-PG,44 min,Documentary,5.5
2566,Viking Warrior Women,Movie,Stuart Strickson,Ella Al-Shamahi,2019,"February 28, 2020",TV-PG,44 min, Historical,5.5
2567,Forky Asks a Question: What is a Leader?,Movie,Bob Peterson,"Tony Hale, Bonnie Hunt, Bob Peterson",2019,"December 20, 2019",TV-G,6 min,Animation,5.5
2568,Forky Asks a Question: What is a Leader?,Movie,Bob Peterson,"Tony Hale, Bonnie Hunt, Bob Peterson",2019,"December 20, 2019",TV-G,6 min, Comedy,5.5
2569,Forky Asks a Question: What is a Leader?,Movie,Bob Peterson,"Tony Hale, Bonnie Hunt, Bob Peterson",2019,"December 20, 2019",TV-G,6 min, Family,5.5
2570,Life is Ruff,Movie,Charles Haid,"Kyle Massey, Kay Panabaker, Mitchel Musso, Carter Jenkins, Mark Lawrence, Judith Moreland",2005,"November 12, 2019",TV-G,85 min,Animals & Nature,5.5
2571,Life is Ruff,Movie,Charles Haid,"Kyle Massey, Kay Panabaker, Mitchel Musso, Carter Jenkins, Mark Lawrence, Judith Moreland",2005,"November 12, 2019",TV-G,85 min, Comedy,5.5
2572,Life is Ruff,Movie,Charles Haid,"Kyle Massey, Kay Panabaker, Mitchel Musso, Carter Jenkins, Mark Lawrence, Judith Moreland",2005,"November 12, 2019",TV-G,85 min, Coming of Age,5.5
2573,Killer Shark vs Killer Whale,Movie,Unknown,Edward Marcoux,2021,"August 6, 2021",TV-14,44 min,Animals & Nature,5.5
2574,Killer Shark vs Killer Whale,Movie,Unknown,Edward Marcoux,2021,"August 6, 2021",TV-14,44 min, Documentary,5.5
2575,Rodgers & Hammerstein's Cinderella,Movie,Robert Iscove,"Brandy Norwood, Whitney Houston, Bernadette Peters, Paolo Montalbán, Whoopi Goldberg, Victor Garber",1997,"February 12, 2021",G,86 min,Comedy,5.5
2576,Rodgers & Hammerstein's Cinderella,Movie,Robert Iscove,"Brandy Norwood, Whitney Houston, Bernadette Peters, Paolo Montalbán, Whoopi Goldberg, Victor Garber",1997,"February 12, 2021",G,86 min, Family,5.5
2577,Rodgers & Hammerstein's Cinderella,Movie,Robert Iscove,"Brandy Norwood, Whitney Houston, Bernadette Peters, Paolo Montalbán, Whoopi Goldberg, Victor Garber",1997,"February 12, 2021",G,86 min, Fantasy,5.5
2578,Stepsister from Planet Weird,Movie,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",2000,"November 12, 2019",TV-G,86 min,Comedy,5.5
2579,Stepsister from Planet Weird,Movie,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",2000,"November 12, 2019",TV-G,86 min, Family,5.5
2580,Stepsister from Planet Weird,Movie,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",2000,"November 12, 2019",TV-G,86 min, Science Fiction,5.5
2581,Morning Light,Movie,Mark Monroe,Patrick Warburton,2008,"September 18, 2020",PG,99 min,Documentary,5.5
2582,Morning Light,Movie,Mark Monroe,Patrick Warburton,2008,"September 18, 2020",PG,99 min, Sports,5.5
2583,The Big Green,Movie,Holly Sloan,"Steve Guttenberg, Olivia d'Abo, Jay Sanders, John Terry, Chauncey Leopardi, Patrick Renna",1995,"July 3, 2020",PG,100 min,Comedy,5.497
2584,The Big Green,Movie,Holly Sloan,"Steve Guttenberg, Olivia d'Abo, Jay Sanders, John Terry, Chauncey Leopardi, Patrick Renna",1995,"July 3, 2020",PG,100 min, Family,5.497
2585,The Big Green,Movie,Holly Sloan,"Steve Guttenberg, Olivia d'Abo, Jay Sanders, John Terry, Chauncey Leopardi, Patrick Renna",1995,"July 3, 2020",PG,100 min, Sports,5.497
2586,Valiant,Movie,Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese",2005,"November 12, 2019",G,76 min,Action-Adventure,5.492
2587,Valiant,Movie,Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese",2005,"November 12, 2019",G,76 min, Animation,5.492
2588,Valiant,Movie,Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese",2005,"November 12, 2019",G,76 min, Comedy,5.492
2589,Twas the Night,Movie,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",2001,"November 12, 2019",TV-G,87 min,Comedy,5.488
2590,Twas the Night,Movie,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",2001,"November 12, 2019",TV-G,87 min, Crime,5.488
2591,Twas the Night,Movie,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",2001,"November 12, 2019",TV-G,87 min, Fantasy,5.488
2592,Pocahontas II: Journey to a New World,Movie,"Bradley Raymond, Tom Ellery","Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes, Linda Hunt, Judy Kuhn",1998,"November 12, 2019",G,77 min,Action-Adventure,5.477
2593,Pocahontas II: Journey to a New World,Movie,"Bradley Raymond, Tom Ellery","Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes, Linda Hunt, Judy Kuhn",1998,"November 12, 2019",G,77 min, Animation,5.477
2594,Pocahontas II: Journey to a New World,Movie,"Bradley Raymond, Tom Ellery","Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes, Linda Hunt, Judy Kuhn",1998,"November 12, 2019",G,77 min, Family,5.477
2595,Cow Belles,Movie,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",2006,"November 12, 2019",TV-G,91 min,Comedy,5.469
2596,Cow Belles,Movie,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",2006,"November 12, 2019",TV-G,91 min, Coming of Age,5.469
2597,102 Dalmatians,Movie,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu",2000,"November 12, 2019",G,104 min,Action-Adventure,5.459
2598,102 Dalmatians,Movie,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu",2000,"November 12, 2019",G,104 min, Animals & Nature,5.459
2599,102 Dalmatians,Movie,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu",2000,"November 12, 2019",G,104 min, Family,5.459
2600,The Santa Clause 3: The Escape Clause,Movie,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd",2006,"November 12, 2019",G,94 min,Comedy,5.458
2601,The Santa Clause 3: The Escape Clause,Movie,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd",2006,"November 12, 2019",G,94 min, Family,5.458
2602,The Santa Clause 3: The Escape Clause,Movie,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd",2006,"November 12, 2019",G,94 min, Fantasy,5.458
2603,Winnie the Pooh,Movie,"Stephen Anderson, Don Hall","John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson, Jack Boulter, Travis Oates",2011,"November 12, 2019",G,68 min,Animation,5.435
2604,Winnie the Pooh,Movie,"Stephen Anderson, Don Hall","John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson, Jack Boulter, Travis Oates",2011,"November 12, 2019",G,68 min, Comedy,5.435
2605,Winnie the Pooh,Movie,"Stephen Anderson, Don Hall","John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson, Jack Boulter, Travis Oates",2011,"November 12, 2019",G,68 min, Family,5.435
2606,Jingle All the Way 2,Movie,Alex Zamm,"Larry the Cable Guy, Brian Stepanek, Santino Marella, Kennedi Clements, Kirsten Robek, Rachel Hayward",2014,"November 5, 2021",PG,91 min,Comedy,5.433
2607,Jingle All the Way 2,Movie,Alex Zamm,"Larry the Cable Guy, Brian Stepanek, Santino Marella, Kennedi Clements, Kirsten Robek, Rachel Hayward",2014,"November 5, 2021",PG,91 min, Family,5.433
2608,Quints,Movie,Bill Corcoran,"Kimberly Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons, Jake Epstein, Vince Corazza",2000,"November 12, 2019",TV-G,83 min,Comedy,5.427
2609,Quints,Movie,Bill Corcoran,"Kimberly Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons, Jake Epstein, Vince Corazza",2000,"November 12, 2019",TV-G,83 min, Coming of Age,5.427
2610,Underdog,Movie,Frederik Du Chau,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",2007,"August 27, 2021",PG,85 min,Action-Adventure,5.421
2611,Underdog,Movie,Frederik Du Chau,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",2007,"August 27, 2021",PG,85 min, Family,5.421
2612,Underdog,Movie,Frederik Du Chau,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",2007,"August 27, 2021",PG,85 min, Parody,5.421
2613,Buried Truth of the Maya,Movie,Unknown,Josh Bernstein,2020,"December 18, 2020",TV-PG,48 min,Documentary,5.417
2614,Buried Truth of the Maya,Movie,Unknown,Josh Bernstein,2020,"December 18, 2020",TV-PG,48 min, Historical,5.417
2615,Zenon: Z3,Movie,Steve Rash,"Kirsten Storms, Lauren Maltby, Alyson Morgan, Stuart Pankin, Holly Fulger, Ben Easter",2004,"November 12, 2019",TV-G,81 min,Comedy,5.4
2616,Zenon: Z3,Movie,Steve Rash,"Kirsten Storms, Lauren Maltby, Alyson Morgan, Stuart Pankin, Holly Fulger, Ben Easter",2004,"November 12, 2019",TV-G,81 min, Coming of Age,5.4
2617,Zenon: Z3,Movie,Steve Rash,"Kirsten Storms, Lauren Maltby, Alyson Morgan, Stuart Pankin, Holly Fulger, Ben Easter",2004,"November 12, 2019",TV-G,81 min, Science Fiction,5.4
2618,G-Force,Movie,Hoyt Yeatman IV,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Jones, Jack Conley",2009,"March 15, 2020",PG,92 min,Action-Adventure,5.4
2619,G-Force,Movie,Hoyt Yeatman IV,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Jones, Jack Conley",2009,"March 15, 2020",PG,92 min, Comedy,5.4
2620,G-Force,Movie,Hoyt Yeatman IV,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Jones, Jack Conley",2009,"March 15, 2020",PG,92 min, Family,5.4
2621,Ewoks: The Battle for Endor,Movie,"Jim Wheat, Ken Wheat","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips, Carel Struycken, Niki Botelho",1985,"April 2, 2021",TV-PG,97 min,Action-Adventure,5.4
2622,Ewoks: The Battle for Endor,Movie,"Jim Wheat, Ken Wheat","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips, Carel Struycken, Niki Botelho",1985,"April 2, 2021",TV-PG,97 min, Fantasy,5.4
2623,Ewoks: The Battle for Endor,Movie,"Jim Wheat, Ken Wheat","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips, Carel Struycken, Niki Botelho",1985,"April 2, 2021",TV-PG,97 min, Science Fiction,5.4
2624,"Honey, We Shrunk Ourselves",Movie,Dean Cundey,"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",1997,"November 12, 2019",PG,76 min,Action-Adventure,5.4
2625,"Honey, We Shrunk Ourselves",Movie,Dean Cundey,"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",1997,"November 12, 2019",PG,76 min, Comedy,5.4
2626,"Honey, We Shrunk Ourselves",Movie,Dean Cundey,"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",1997,"November 12, 2019",PG,76 min, Fantasy,5.4
